true_pos,obs_pos,true_var
108,63,20
108,63,20
108,63,20
108,63,20
108,63,20
108,63,20
108,63,20
108,63,20
108,63,20
108,63,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,137,20
108,141,20
108,141,20
108,141,20
108,141,20
108,141,20
108,141,20
108,141,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,140,20
108,113,20
108,113,20
108,113,20
108,113,20
108,113,20
108,113,20
108,113,20
108,113,20
108,113,20
108,113,20
108,113,20
108,113,20
108,113,20
108,113,20
108,113,20
108,113,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,102,20
108,102,20
108,102,20
108,102,20
108,102,20
108,102,20
108,102,20
108,102,20
108,102,20
108,102,20
108,102,20
108,102,20
108,102,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,114,20
108,120,20
108,120,20
108,120,20
108,120,20
108,120,20
108,120,20
108,122,20
108,122,20
108,122,20
108,122,20
108,122,20
108,122,20
108,122,20
108,122,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,127,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,135,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,100,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,91,20
108,75,20
108,75,20
108,75,20
108,75,20
108,75,20
108,75,20
108,75,20
108,75,20
108,75,20
