true_pos,obs_pos,true_var
28,36,10
28,36,10
28,36,10
28,36,10
28,36,10
28,36,10
28,36,10
28,36,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,17,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,24,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,31,10
28,31,10
28,31,10
28,31,10
28,31,10
28,31,10
28,31,10
28,31,10
28,31,10
28,31,10
28,31,10
28,31,10
28,31,10
28,31,10
28,31,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,33,10
28,33,10
28,33,10
28,33,10
28,33,10
28,33,10
28,33,10
28,33,10
28,33,10
28,35,10
28,35,10
28,35,10
28,35,10
28,35,10
28,35,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,10,10
28,10,10
28,10,10
28,10,10
28,10,10
28,10,10
28,10,10
28,10,10
28,10,10
28,10,10
28,10,10
28,10,10
28,10,10
28,10,10
28,10,10
28,37,10
28,37,10
28,37,10
28,37,10
28,37,10
28,37,10
28,37,10
28,37,10
28,37,10
28,37,10
28,37,10
28,37,10
28,37,10
28,37,10
28,37,10
28,37,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,21,10
28,28,10
28,28,10
28,28,10
28,28,10
28,28,10
28,28,10
28,28,10
28,28,10
28,28,10
28,28,10
28,28,10
28,28,10
28,28,10
28,28,10
28,28,10
28,36,10
28,36,10
28,36,10
28,36,10
28,36,10
28,36,10
28,36,10
28,36,10
28,36,10
28,30,10
28,30,10
28,30,10
28,30,10
28,30,10
28,30,10
28,30,10
28,30,10
28,30,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,26,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,14,10
28,18,10
28,18,10
28,18,10
28,18,10
28,18,10
28,18,10
28,18,10
28,18,10
28,18,10
28,45,10
28,45,10
28,45,10
28,45,10
28,45,10
28,45,10
28,45,10
28,45,10
28,45,10
28,45,10
28,45,10
28,45,10
28,45,10
28,45,10
28,45,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
28,40,10
