true_pos,obs_pos,true_var
352,51,20
352,51,20
352,51,20
352,51,20
352,51,20
352,51,20
352,51,20
352,51,20
352,51,20
352,51,20
352,51,20
352,51,20
352,51,20
352,331,20
352,331,20
352,331,20
352,331,20
352,331,20
352,331,20
352,331,20
352,331,20
352,331,20
352,331,20
352,331,20
352,331,20
352,331,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,336,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,18,20
352,340,20
352,340,20
352,340,20
352,340,20
352,340,20
352,340,20
352,340,20
352,340,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,339,20
352,12,20
352,12,20
352,12,20
352,12,20
352,12,20
352,12,20
352,12,20
352,349,20
352,349,20
352,349,20
352,349,20
352,349,20
352,349,20
352,349,20
352,349,20
352,349,20
352,349,20
352,353,20
352,353,20
352,353,20
352,353,20
352,353,20
352,353,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,34,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,42,20
32,354,20
32,354,20
32,354,20
32,354,20
32,354,20
32,354,20
32,354,20
32,354,20
32,354,20
32,354,20
32,354,20
32,354,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,44,20
32,18,20
32,18,20
32,18,20
32,18,20
32,18,20
32,18,20
32,18,20
32,18,20
32,18,20
32,18,20
32,17,20
32,17,20
32,17,20
32,17,20
32,17,20
32,17,20
32,17,20
32,17,20
32,17,20
32,17,20
32,17,20
32,17,20
32,17,20
32,17,20
32,17,20
32,17,20
32,28,20
32,28,20
32,28,20
32,28,20
32,28,20
32,28,20
32,28,20
32,28,20
32,28,20
32,28,20
32,28,20
32,28,20
32,28,20
32,28,20
32,28,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,44,20
72,63,20
72,63,20
72,63,20
72,63,20
72,63,20
72,63,20
72,63,20
72,63,20
72,63,20
72,63,20
72,63,20
72,63,20
72,63,20
72,63,20
72,63,20
72,63,20
72,29,20
72,29,20
72,29,20
72,29,20
72,29,20
72,29,20
72,29,20
72,29,20
72,89,20
72,89,20
72,89,20
72,89,20
72,89,20
72,89,20
72,89,20
72,89,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,68,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,61,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,96,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,76,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,46,20
72,50,20
72,50,20
72,50,20
72,50,20
72,50,20
72,50,20
72,50,20
72,50,20
72,90,20
72,90,20
72,90,20
72,90,20
72,90,20
72,90,20
72,51,20
72,51,20
72,51,20
72,51,20
72,51,20
72,51,20
72,51,20
72,51,20
72,51,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,74,20
92,99,20
92,99,20
92,99,20
92,99,20
92,99,20
92,99,20
92,99,20
92,99,20
92,99,20
92,99,20
92,99,20
92,99,20
92,99,20
92,99,20
92,99,20
92,99,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,93,20
92,72,20
92,72,20
92,72,20
92,72,20
92,72,20
92,72,20
92,72,20
92,72,20
92,72,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,95,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
92,78,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,128,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,122,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,120,20
122,153,20
122,153,20
122,153,20
122,153,20
122,153,20
122,153,20
122,153,20
122,132,20
122,132,20
122,132,20
122,132,20
122,132,20
122,132,20
122,132,20
122,132,20
122,132,20
122,132,20
122,132,20
122,132,20
122,132,20
122,132,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,113,20
122,143,20
122,143,20
122,143,20
122,143,20
