true_pos,obs_pos,true_var
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,118,10
118,125,10
118,125,10
118,125,10
118,125,10
118,125,10
118,125,10
118,125,10
118,125,10
118,110,10
118,110,10
118,110,10
118,110,10
118,110,10
118,110,10
118,110,10
118,110,10
118,110,10
118,128,10
118,128,10
118,128,10
118,128,10
118,128,10
118,128,10
118,128,10
118,128,10
118,128,10
118,128,10
118,128,10
118,128,10
118,128,10
118,128,10
118,128,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,109,10
118,128,10
118,128,10
118,128,10
118,128,10
118,128,10
118,128,10
118,117,10
118,117,10
118,117,10
118,117,10
118,117,10
118,117,10
118,117,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,114,10
118,116,10
118,116,10
118,116,10
118,116,10
118,116,10
118,116,10
118,116,10
118,108,10
118,108,10
118,108,10
118,108,10
118,108,10
118,108,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,115,10
118,116,10
118,116,10
118,116,10
118,116,10
118,116,10
118,116,10
118,116,10
118,116,10
118,116,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
118,122,10
