true_pos,obs_pos,true_var
300,269,20
300,269,20
300,269,20
300,269,20
300,269,20
300,269,20
300,269,20
300,269,20
300,269,20
300,269,20
300,269,20
300,269,20
300,269,20
300,296,20
300,296,20
300,296,20
300,296,20
300,296,20
300,296,20
300,296,20
300,296,20
300,296,20
300,296,20
300,296,20
300,296,20
300,296,20
300,296,20
300,296,20
300,285,20
300,285,20
300,285,20
300,285,20
300,285,20
300,285,20
300,285,20
300,285,20
300,331,20
300,331,20
300,331,20
300,331,20
300,331,20
300,331,20
300,331,20
300,331,20
300,331,20
300,331,20
300,331,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,284,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,334,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,266,20
300,320,20
300,320,20
300,320,20
300,320,20
300,320,20
300,320,20
300,320,20
300,320,20
300,320,20
300,320,20
300,320,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,341,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
300,281,20
