true_pos,obs_pos,true_var
152,139,10
152,139,10
152,139,10
152,139,10
152,139,10
152,139,10
152,139,10
152,139,10
152,139,10
152,139,10
152,139,10
152,139,10
152,139,10
152,139,10
152,139,10
152,139,10
152,142,10
152,142,10
152,142,10
152,142,10
152,142,10
152,142,10
152,142,10
152,142,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,154,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,157,10
152,157,10
152,157,10
152,157,10
152,157,10
152,157,10
152,168,10
152,168,10
152,168,10
152,168,10
152,168,10
152,168,10
152,168,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,152,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,155,10
152,165,10
152,165,10
152,165,10
152,165,10
152,165,10
152,165,10
152,165,10
152,165,10
152,165,10
152,165,10
152,165,10
152,165,10
152,165,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,158,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,138,10
152,138,10
152,138,10
152,138,10
152,138,10
152,138,10
152,138,10
152,138,10
152,138,10
152,138,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,151,10
152,147,10
152,147,10
152,147,10
152,147,10
152,147,10
152,147,10
152,147,10
152,147,10
152,147,10
152,145,10
152,145,10
152,145,10
152,145,10
152,145,10
152,145,10
152,145,10
152,145,10
152,145,10
152,145,10
152,145,10
152,145,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,153,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,143,10
152,156,10
152,156,10
152,156,10
152,156,10
152,156,10
152,156,10
152,156,10
152,156,10
152,156,10
152,156,10
152,156,10
152,156,10
152,156,10
